Time,CO2,Humidity,PM10,PM2.5,Temperature,TVOC
2024-02-21 02:00:00,663 ppm,80 %H,12.5 μg/m³,12.5 μg/m³,24.1 °C,0.388 ppm
2024-02-21 03:00:00,650 ppm,80 %H,13.5 μg/m³,12.8 μg/m³,24.1 °C,0.440 ppm
2024-02-21 04:00:00,642 ppm,80 %H,14 μg/m³,13.2 μg/m³,24.1 °C,0.383 ppm
2024-02-21 05:00:00,629 ppm,80 %H,12.3 μg/m³,11.5 μg/m³,24.2 °C,0.428 ppm
2024-02-21 06:00:00,618 ppm,80 %H,12.7 μg/m³,12.3 μg/m³,24.2 °C,0.378 ppm
2024-02-21 07:00:00,610 ppm,80 %H,13.7 μg/m³,13.7 μg/m³,24.2 °C,0.445 ppm
2024-02-21 08:00:00,639 ppm,80 %H,14 μg/m³,13.5 μg/m³,24.3 °C,0.487 ppm
2024-02-21 09:00:00,680 ppm,79.6 %H,15.7 μg/m³,14.2 μg/m³,24.4 °C,0.573 ppm
2024-02-21 10:00:00,864 ppm,77 %H,12.7 μg/m³,12.2 μg/m³,23.5 °C,0.758 ppm
2024-02-21 11:00:00,1003 ppm,77.3 %H,12.8 μg/m³,12.3 μg/m³,23.2 °C,0.747 ppm
2024-02-21 12:00:00,1048 ppm,78.4 %H,14 μg/m³,13.2 μg/m³,23.3 °C,0.750 ppm
2024-02-21 13:00:00,950 ppm,78.8 %H,13.8 μg/m³,13.5 μg/m³,23.3 °C,0.532 ppm
2024-02-21 14:00:00,854 ppm,78.4 %H,15.2 μg/m³,14.3 μg/m³,23.2 °C,0.432 ppm
2024-02-21 15:00:00,834 ppm,78.1 %H,12.5 μg/m³,12.2 μg/m³,23.2 °C,0.378 ppm
2024-02-21 16:00:00,1021 ppm,77.7 %H,11.3 μg/m³,10.7 μg/m³,23.1 °C,0.575 ppm
2024-02-21 17:00:00,1147 ppm,78.8 %H,9.83 μg/m³,9.67 μg/m³,23.0 °C,0.787 ppm
2024-02-21 18:00:00,1207 ppm,79.5 %H,9.33 μg/m³,8.50 μg/m³,23.2 °C,0.952 ppm
2024-02-21 19:00:00,1223 ppm,80.3 %H,8.50 μg/m³,8.33 μg/m³,23.2 °C,0.965 ppm
2024-02-21 20:00:00,1100 ppm,80.2 %H,12.2 μg/m³,10.5 μg/m³,23.5 °C,0.752 ppm
2024-02-21 21:00:00,1019 ppm,79.7 %H,12.7 μg/m³,11.2 μg/m³,23.8 °C,0.625 ppm
2024-02-21 22:00:00,955 ppm,79.5 %H,13.8 μg/m³,12.8 μg/m³,23.9 °C,0.582 ppm
2024-02-21 23:00:00,901 ppm,79.5 %H,12 μg/m³,10.8 μg/m³,23.9 °C,0.492 ppm
2024-02-22 00:00:00,858 ppm,79.5 %H,12.5 μg/m³,11.3 μg/m³,24 °C,0.477 ppm
2024-02-22 01:00:00,810 ppm,79.5 %H,12 μg/m³,11.5 μg/m³,24 °C,0.385 ppm
2024-02-22 02:00:00,772 ppm,79.5 %H,10.8 μg/m³,10.5 μg/m³,24.1 °C,0.470 ppm
2024-02-22 03:00:00,744 ppm,79.5 %H,12 μg/m³,11.7 μg/m³,24.1 °C,0.407 ppm
2024-02-22 04:00:00,717 ppm,79.5 %H,12.7 μg/m³,11.7 μg/m³,24.1 °C,0.470 ppm
2024-02-22 05:00:00,695 ppm,79.5 %H,12.2 μg/m³,11.3 μg/m³,24.1 °C,0.338 ppm
2024-02-22 06:00:00,672 ppm,79.5 %H,11.5 μg/m³,11 μg/m³,24.2 °C,0.383 ppm
2024-02-22 07:00:00,656 ppm,79.5 %H,11 μg/m³,10.8 μg/m³,24.2 °C,0.392 ppm
2024-02-22 08:00:00,660 ppm,79.2 %H,11.2 μg/m³,10.7 μg/m³,23.5 °C,0.422 ppm
2024-02-22 09:00:00,729 ppm,79.9 %H,14.2 μg/m³,12.8 μg/m³,23.3 °C,0.532 ppm
2024-02-22 10:00:00,906 ppm,79.7 %H,14.2 μg/m³,13.5 μg/m³,23.2 °C,0.708 ppm
2024-02-22 11:00:00,1030 ppm,79.3 %H,13.3 μg/m³,12.8 μg/m³,23.1 °C,0.632 ppm
2024-02-22 12:00:00,1212 ppm,78.4 %H,13.2 μg/m³,12.8 μg/m³,23.1 °C,0.590 ppm
2024-02-22 13:00:00,1316 ppm,78.5 %H,12.8 μg/m³,12.7 μg/m³,23.2 °C,0.557 ppm
2024-02-22 14:00:00,1148 ppm,78.6 %H,16.2 μg/m³,15.2 μg/m³,23.3 °C,0.485 ppm
2024-02-22 15:00:00,1103 ppm,78.3 %H,16.2 μg/m³,14.8 μg/m³,23.3 °C,0.442 ppm
2024-02-22 16:00:00,1113 ppm,78.5 %H,13.8 μg/m³,13.8 μg/m³,23.3 °C,0.510 ppm
2024-02-22 17:00:00,1168 ppm,78.9 %H,12.8 μg/m³,12.5 μg/m³,23.2 °C,0.730 ppm
2024-02-22 18:00:00,1221 ppm,79.3 %H,11.7 μg/m³,11.7 μg/m³,23.1 °C,0.770 ppm
2024-02-22 19:00:00,1126 ppm,79.9 %H,13.5 μg/m³,13 μg/m³,23.1 °C,0.552 ppm
2024-02-22 20:00:00,994 ppm,80.2 %H,13.3 μg/m³,13.3 μg/m³,23.4 °C,0.407 ppm
2024-02-22 21:00:00,937 ppm,79.8 %H,13.2 μg/m³,12.5 μg/m³,23.7 °C,0.442 ppm
2024-02-22 22:00:00,900 ppm,79.5 %H,12.2 μg/m³,11.8 μg/m³,23.8 °C,0.457 ppm
2024-02-22 23:00:00,868 ppm,79.5 %H,13.8 μg/m³,13 μg/m³,23.8 °C,0.518 ppm
2024-02-23 00:00:00,844 ppm,79.5 %H,13 μg/m³,12.2 μg/m³,23.9 °C,0.527 ppm
2024-02-23 01:00:00,818 ppm,79.5 %H,13.2 μg/m³,12.7 μg/m³,23.9 °C,0.613 ppm
2024-02-23 02:00:00,797 ppm,79.5 %H,11.7 μg/m³,11.3 μg/m³,24.0 °C,0.598 ppm
2024-02-23 03:00:00,776 ppm,79.5 %H,10.3 μg/m³,9.83 μg/m³,24 °C,0.588 ppm
2024-02-23 04:00:00,751 ppm,79.5 %H,10.5 μg/m³,10.5 μg/m³,24 °C,0.502 ppm
2024-02-23 05:00:00,730 ppm,79.5 %H,11.7 μg/m³,10.2 μg/m³,24.1 °C,0.463 ppm
2024-02-23 06:00:00,712 ppm,79.5 %H,11.7 μg/m³,11.3 μg/m³,24.1 °C,0.385 ppm
2024-02-23 07:00:00,700 ppm,79.1 %H,11.3 μg/m³,11.2 μg/m³,23.9 °C,0.438 ppm
2024-02-23 08:00:00,747 ppm,79.4 %H,11.5 μg/m³,11.3 μg/m³,23.2 °C,0.413 ppm
2024-02-23 09:00:00,771 ppm,80.1 %H,10.8 μg/m³,10.7 μg/m³,23.3 °C,0.278 ppm
2024-02-23 10:00:00,780 ppm,80.3 %H,13.3 μg/m³,12 μg/m³,23.3 °C,0.408 ppm
2024-02-23 11:00:00,796 ppm,80.4 %H,12.5 μg/m³,11.8 μg/m³,23.3 °C,0.353 ppm
2024-02-23 12:00:00,782 ppm,79.1 %H,13.5 μg/m³,12.3 μg/m³,23.5 °C,0.348 ppm
2024-02-23 13:00:00,728 ppm,79 %H,13.3 μg/m³,13 μg/m³,23.8 °C,0.312 ppm
2024-02-23 14:00:00,683 ppm,78.5 %H,13 μg/m³,12.3 μg/m³,24.1 °C,0.390 ppm
2024-02-23 15:00:00,669 ppm,78.5 %H,14.8 μg/m³,14.5 μg/m³,24.2 °C,0.373 ppm
2024-02-23 16:00:00,664 ppm,78.4 %H,12.8 μg/m³,11.8 μg/m³,24.3 °C,0.395 ppm
2024-02-23 17:00:00,662 ppm,78 %H,12.5 μg/m³,11.7 μg/m³,24.3 °C,0.407 ppm
2024-02-23 18:00:00,660 ppm,78 %H,12.2 μg/m³,11.3 μg/m³,24.2 °C,0.402 ppm
2024-02-23 19:00:00,641 ppm,78 %H,13.8 μg/m³,13.7 μg/m³,24.2 °C,0.345 ppm
2024-02-23 20:00:00,628 ppm,78 %H,13.2 μg/m³,12.8 μg/m³,24.2 °C,0.293 ppm
2024-02-23 21:00:00,629 ppm,78 %H,13.7 μg/m³,12.7 μg/m³,24.2 °C,0.308 ppm
2024-02-23 22:00:00,634 ppm,78 %H,13.3 μg/m³,12.7 μg/m³,24.1 °C,0.443 ppm
2024-02-23 23:00:00,633 ppm,78.4 %H,12 μg/m³,11.8 μg/m³,24.2 °C,0.402 ppm
2024-02-24 00:00:00,639 ppm,78.5 %H,12.7 μg/m³,12 μg/m³,24.2 °C,0.487 ppm
2024-02-24 01:00:00,639 ppm,78.5 %H,10.8 μg/m³,10.7 μg/m³,24.2 °C,0.542 ppm
2024-02-24 02:00:00,641 ppm,78.5 %H,11.3 μg/m³,11 μg/m³,24.2 °C,0.565 ppm
2024-02-24 03:00:00,636 ppm,78.5 %H,10.3 μg/m³,10.3 μg/m³,24.2 °C,0.590 ppm
2024-02-24 04:00:00,627 ppm,78.5 %H,10.3 μg/m³,10 μg/m³,24.2 °C,0.532 ppm
2024-02-24 05:00:00,603 ppm,78.5 %H,12 μg/m³,11.7 μg/m³,24.2 °C,0.512 ppm
2024-02-24 06:00:00,571 ppm,78.8 %H,10.5 μg/m³,10.2 μg/m³,24.2 °C,0.452 ppm
2024-02-24 07:00:00,563 ppm,79 %H,11.5 μg/m³,11.3 μg/m³,24.2 °C,0.423 ppm
2024-02-24 08:00:00,555 ppm,78.7 %H,11 μg/m³,11 μg/m³,23.6 °C,0.492 ppm
2024-02-24 09:00:00,529 ppm,79.9 %H,11 μg/m³,10.8 μg/m³,23.3 °C,0.345 ppm
2024-02-24 10:00:00,514 ppm,80 %H,13.7 μg/m³,11.5 μg/m³,23.1 °C,0.315 ppm
2024-02-24 11:00:00,495 ppm,80.2 %H,11.5 μg/m³,10.8 μg/m³,23.1 °C,0.465 ppm
2024-02-24 12:00:00,489 ppm,80 %H,12.2 μg/m³,12 μg/m³,23.3 °C,0.448 ppm
2024-02-24 13:00:00,491 ppm,79.8 %H,13 μg/m³,12.8 μg/m³,23.2 °C,0.425 ppm
2024-02-24 14:00:00,490 ppm,80.1 %H,11.3 μg/m³,11.2 μg/m³,23.2 °C,0.382 ppm
2024-02-24 15:00:00,490 ppm,79.8 %H,13.2 μg/m³,12 μg/m³,23.1 °C,0.387 ppm
2024-02-24 16:00:00,490 ppm,79.5 %H,11.8 μg/m³,11.5 μg/m³,23.1 °C,0.403 ppm
2024-02-24 17:00:00,495 ppm,79.8 %H,12.2 μg/m³,11.3 μg/m³,23.1 °C,0.415 ppm
2024-02-24 18:00:00,487 ppm,79.8 %H,12.3 μg/m³,12.3 μg/m³,23.1 °C,0.383 ppm
2024-02-24 19:00:00,478 ppm,80.3 %H,12.3 μg/m³,11.8 μg/m³,23.0 °C,0.402 ppm
2024-02-24 20:00:00,470 ppm,80.2 %H,12.5 μg/m³,12.3 μg/m³,23.3 °C,0.382 ppm
2024-02-24 21:00:00,480 ppm,79.8 %H,11.3 μg/m³,11.3 μg/m³,23.6 °C,0.342 ppm
2024-02-24 22:00:00,480 ppm,79.5 %H,12.7 μg/m³,12.3 μg/m³,23.7 °C,0.478 ppm
2024-02-24 23:00:00,477 ppm,79.5 %H,12.8 μg/m³,12 μg/m³,23.8 °C,0.430 ppm
2024-02-25 00:00:00,476 ppm,79.5 %H,12.5 μg/m³,11.8 μg/m³,23.8 °C,0.468 ppm
2024-02-25 01:00:00,473 ppm,79.5 %H,11.8 μg/m³,11.2 μg/m³,23.9 °C,0.473 ppm
2024-02-25 02:00:00,465 ppm,79.5 %H,11.7 μg/m³,11.7 μg/m³,23.9 °C,0.412 ppm
2024-02-25 03:00:00,462 ppm,79.5 %H,11.2 μg/m³,11 μg/m³,23.9 °C,0.442 ppm
2024-02-25 04:00:00,456 ppm,79.5 %H,10.8 μg/m³,10.8 μg/m³,23.9 °C,0.430 ppm
2024-02-25 05:00:00,455 ppm,79.5 %H,11.3 μg/m³,11.2 μg/m³,24.0 °C,0.433 ppm
2024-02-25 06:00:00,449 ppm,79.5 %H,12.2 μg/m³,12.2 μg/m³,24.0 °C,0.397 ppm
2024-02-25 07:00:00,450 ppm,79.5 %H,11.7 μg/m³,11 μg/m³,24 °C,0.387 ppm
2024-02-25 08:00:00,450 ppm,79.5 %H,10.8 μg/m³,10.7 μg/m³,24.1 °C,0.405 ppm
2024-02-25 09:00:00,445 ppm,79.5 %H,13.2 μg/m³,12.8 μg/m³,24.1 °C,0.483 ppm
2024-02-25 10:00:00,500 ppm,79.4 %H,12.8 μg/m³,12.7 μg/m³,24.3 °C,0.430 ppm
2024-02-25 11:00:00,580 ppm,79.1 %H,13.3 μg/m³,12.5 μg/m³,24.5 °C,0.447 ppm
2024-02-25 12:00:00,611 ppm,79 %H,12.5 μg/m³,11.7 μg/m³,24.7 °C,0.530 ppm
2024-02-25 13:00:00,596 ppm,79 %H,14 μg/m³,13.5 μg/m³,24.7 °C,0.502 ppm
2024-02-25 14:00:00,573 ppm,79 %H,14.5 μg/m³,14 μg/m³,24.8 °C,0.533 ppm
2024-02-25 15:00:00,570 ppm,78.5 %H,14 μg/m³,13.7 μg/m³,24.9 °C,0.515 ppm
2024-02-25 16:00:00,569 ppm,78.5 %H,14 μg/m³,13.8 μg/m³,25 °C,0.498 ppm
2024-02-25 17:00:00,569 ppm,78.5 %H,15.3 μg/m³,14.7 μg/m³,25.1 °C,0.477 ppm
2024-02-25 18:00:00,567 ppm,78.5 %H,18.5 μg/m³,18.2 μg/m³,25.1 °C,0.482 ppm
2024-02-25 19:00:00,563 ppm,78.5 %H,20.7 μg/m³,20 μg/m³,25.1 °C,0.468 ppm
2024-02-25 20:00:00,560 ppm,78.5 %H,21.7 μg/m³,21.2 μg/m³,25 °C,0.402 ppm
2024-02-25 21:00:00,550 ppm,78.9 %H,23.5 μg/m³,23.2 μg/m³,25.0 °C,0.362 ppm
2024-02-25 22:00:00,545 ppm,79 %H,23.2 μg/m³,22.3 μg/m³,24.9 °C,0.388 ppm
2024-02-25 23:00:00,539 ppm,79 %H,21.5 μg/m³,21.5 μg/m³,24.9 °C,0.388 ppm
2024-02-26 00:00:00,536 ppm,79 %H,22.2 μg/m³,21.5 μg/m³,24.9 °C,0.385 ppm
2024-02-26 01:00:00,524 ppm,79.2 %H,24.3 μg/m³,22.5 μg/m³,24.9 °C,0.423 ppm
2024-02-26 02:00:00,518 ppm,79.5 %H,22.5 μg/m³,22.5 μg/m³,24.9 °C,0.332 ppm
2024-02-26 03:00:00,511 ppm,79.5 %H,21.5 μg/m³,21.3 μg/m³,24.9 °C,0.383 ppm
2024-02-26 04:00:00,505 ppm,79.5 %H,21.5 μg/m³,21.3 μg/m³,24.9 °C,0.437 ppm
2024-02-26 05:00:00,498 ppm,79.5 %H,22 μg/m³,21 μg/m³,24.9 °C,0.358 ppm
2024-02-26 06:00:00,489 ppm,79.5 %H,22.3 μg/m³,22 μg/m³,24.9 °C,0.362 ppm
2024-02-26 07:00:00,484 ppm,79.5 %H,25.3 μg/m³,24.3 μg/m³,24.9 °C,0.403 ppm
2024-02-26 08:00:00,521 ppm,76.6 %H,20.5 μg/m³,20 μg/m³,23.9 °C,0.547 ppm
2024-02-26 09:00:00,538 ppm,76.2 %H,22.3 μg/m³,22 μg/m³,23.3 °C,0.360 ppm
2024-02-26 10:00:00,626 ppm,77.3 %H,25.7 μg/m³,25.2 μg/m³,23.4 °C,0.375 ppm
2024-02-26 11:00:00,746 ppm,76.9 %H,27.7 μg/m³,26.8 μg/m³,23.4 °C,0.442 ppm
2024-02-26 12:00:00,931 ppm,76 %H,26 μg/m³,25.2 μg/m³,23.3 °C,0.502 ppm
2024-02-26 13:00:00,1008 ppm,75.5 %H,26.7 μg/m³,25.8 μg/m³,23.2 °C,0.405 ppm
2024-02-26 14:00:00,915 ppm,75.8 %H,23.8 μg/m³,23.5 μg/m³,23.2 °C,0.372 ppm
2024-02-26 15:00:00,934 ppm,75.8 %H,21.2 μg/m³,20.7 μg/m³,23.2 °C,0.373 ppm
2024-02-26 16:00:00,951 ppm,76.3 %H,17.8 μg/m³,17.5 μg/m³,23.2 °C,0.407 ppm
2024-02-26 17:00:00,925 ppm,76.8 %H,17.3 μg/m³,17.2 μg/m³,23.3 °C,0.380 ppm
2024-02-26 18:00:00,870 ppm,77.3 %H,17.3 μg/m³,17.2 μg/m³,23.3 °C,0.387 ppm
2024-02-26 19:00:00,780 ppm,78.1 %H,18 μg/m³,16.7 μg/m³,23.3 °C,0.342 ppm
2024-02-26 20:00:00,712 ppm,77.7 %H,20.3 μg/m³,19.3 μg/m³,23.6 °C,0.322 ppm
2024-02-26 21:00:00,675 ppm,77.5 %H,21.2 μg/m³,20.2 μg/m³,23.9 °C,0.373 ppm
2024-02-26 22:00:00,644 ppm,77.5 %H,21.2 μg/m³,21.2 μg/m³,24.1 °C,0.403 ppm
2024-02-26 23:00:00,628 ppm,77.5 %H,21.3 μg/m³,20.5 μg/m³,24.2 °C,0.380 ppm
2024-02-27 00:00:00,607 ppm,77.5 %H,21.5 μg/m³,20 μg/m³,24.3 °C,0.428 ppm
2024-02-27 01:00:00,588 ppm,77.5 %H,23.2 μg/m³,22 μg/m³,24.4 °C,0.448 ppm
2024-02-27 02:00:00,572 ppm,77.8 %H,21.3 μg/m³,20.8 μg/m³,24.4 °C,0.508 ppm
2024-02-27 03:00:00,560 ppm,78 %H,22.2 μg/m³,21 μg/m³,24.4 °C,0.488 ppm
2024-02-27 04:00:00,549 ppm,78 %H,21.3 μg/m³,20.7 μg/m³,24.5 °C,0.465 ppm
2024-02-27 05:00:00,538 ppm,78 %H,22.7 μg/m³,21.7 μg/m³,24.5 °C,0.485 ppm
2024-02-27 06:00:00,526 ppm,78 %H,21.2 μg/m³,19.8 μg/m³,24.5 °C,0.445 ppm
2024-02-27 07:00:00,524 ppm,78 %H,22.7 μg/m³,21.5 μg/m³,24.6 °C,0.440 ppm
2024-02-27 08:00:00,576 ppm,76 %H,18.3 μg/m³,17.5 μg/m³,23.7 °C,0.625 ppm
2024-02-27 09:00:00,624 ppm,77.3 %H,21.2 μg/m³,20.5 μg/m³,23.3 °C,0.450 ppm
2024-02-27 10:00:00,670 ppm,77.9 %H,19.7 μg/m³,19.5 μg/m³,23.3 °C,0.457 ppm
2024-02-27 11:00:00,823 ppm,78.2 %H,16.5 μg/m³,15.3 μg/m³,23.2 °C,0.432 ppm
2024-02-27 12:00:00,969 ppm,77.8 %H,14.8 μg/m³,14.8 μg/m³,23.3 °C,0.447 ppm
2024-02-27 13:00:00,1033 ppm,77.5 %H,14.7 μg/m³,13.8 μg/m³,23.2 °C,0.475 ppm
2024-02-27 14:00:00,986 ppm,77.3 %H,13.8 μg/m³,13.2 μg/m³,23.2 °C,0.420 ppm
2024-02-27 15:00:00,939 ppm,77.3 %H,12.3 μg/m³,12 μg/m³,23.1 °C,0.432 ppm
2024-02-27 16:00:00,876 ppm,78.1 %H,14.8 μg/m³,13.5 μg/m³,23.2 °C,0.448 ppm
2024-02-27 17:00:00,796 ppm,78.5 %H,14.7 μg/m³,14.5 μg/m³,23.2 °C,0.420 ppm
2024-02-27 18:00:00,739 ppm,78.8 %H,15.2 μg/m³,14.3 μg/m³,23.1 °C,0.462 ppm
2024-02-27 19:00:00,688 ppm,78.9 %H,15 μg/m³,13.8 μg/m³,23.2 °C,0.412 ppm
2024-02-27 20:00:00,657 ppm,78.6 %H,16 μg/m³,15.7 μg/m³,23.4 °C,0.408 ppm
2024-02-27 21:00:00,647 ppm,78.1 %H,16.7 μg/m³,16 μg/m³,23.7 °C,0.403 ppm
2024-02-27 22:00:00,646 ppm,78 %H,15.7 μg/m³,15.3 μg/m³,23.9 °C,0.498 ppm
2024-02-27 23:00:00,647 ppm,78 %H,16.8 μg/m³,16.5 μg/m³,24.0 °C,0.482 ppm
2024-02-28 00:00:00,636 ppm,77.6 %H,17.8 μg/m³,17 μg/m³,24.1 °C,0.478 ppm
2024-02-28 01:00:00,625 ppm,77.5 %H,18.7 μg/m³,17.8 μg/m³,24.1 °C,0.508 ppm
2024-02-28 02:00:00,605 ppm,77.7 %H,16.8 μg/m³,16.7 μg/m³,24.2 °C,0.445 ppm
2024-02-28 03:00:00,591 ppm,77.9 %H,17.3 μg/m³,16.2 μg/m³,24.2 °C,0.432 ppm
2024-02-28 04:00:00,575 ppm,78 %H,18.5 μg/m³,17.2 μg/m³,24.2 °C,0.427 ppm
2024-02-28 05:00:00,560 ppm,78 %H,18.5 μg/m³,17.3 μg/m³,24.3 °C,0.415 ppm
2024-02-28 06:00:00,549 ppm,78 %H,17.8 μg/m³,16.5 μg/m³,24.3 °C,0.427 ppm
2024-02-28 07:00:00,535 ppm,78 %H,18.7 μg/m³,17 μg/m³,24.3 °C,0.330 ppm
2024-02-28 08:00:00,575 ppm,77.3 %H,15.8 μg/m³,15 μg/m³,23.6 °C,0.593 ppm
2024-02-28 09:00:00,625 ppm,78.1 %H,14.3 μg/m³,13.8 μg/m³,23.3 °C,0.498 ppm
2024-02-28 10:00:00,658 ppm,78.6 %H,12.7 μg/m³,12.7 μg/m³,23.2 °C,0.373 ppm
2024-02-28 11:00:00,784 ppm,78.1 %H,15.2 μg/m³,14.8 μg/m³,23.3 °C,0.513 ppm
2024-02-28 12:00:00,1026 ppm,77.4 %H,13.7 μg/m³,12.7 μg/m³,23.2 °C,0.705 ppm
2024-02-28 13:00:00,1187 ppm,77 %H,11.2 μg/m³,10.5 μg/m³,23.2 °C,0.668 ppm
2024-02-28 14:00:00,1224 ppm,77.2 %H,10.7 μg/m³,10.5 μg/m³,23.3 °C,0.567 ppm
2024-02-28 15:00:00,1255 ppm,76.8 %H,10.3 μg/m³,10.2 μg/m³,23.7 °C,0.495 ppm
2024-02-28 16:00:00,1190 ppm,76.9 %H,9.33 μg/m³,9 μg/m³,23.4 °C,0.525 ppm
2024-02-28 17:00:00,1076 ppm,77.4 %H,9.50 μg/m³,9.17 μg/m³,23.3 °C,0.400 ppm
2024-02-28 18:00:00,978 ppm,77.7 %H,9.67 μg/m³,9.17 μg/m³,23.3 °C,0.372 ppm
2024-02-28 19:00:00,866 ppm,78.4 %H,10.2 μg/m³,10 μg/m³,23.2 °C,0.357 ppm
2024-02-28 20:00:00,796 ppm,78.3 %H,10 μg/m³,9.83 μg/m³,23.5 °C,0.397 ppm
2024-02-28 21:00:00,757 ppm,78 %H,10.5 μg/m³,10.3 μg/m³,23.8 °C,0.430 ppm
2024-02-28 22:00:00,726 ppm,77.8 %H,10.5 μg/m³,10.5 μg/m³,23.9 °C,0.418 ppm
2024-02-28 23:00:00,697 ppm,77.5 %H,11.3 μg/m³,10.8 μg/m³,24.0 °C,0.422 ppm
2024-02-29 00:00:00,674 ppm,77.5 %H,11.2 μg/m³,11.2 μg/m³,24.1 °C,0.452 ppm
2024-02-29 01:00:00,657 ppm,77.5 %H,12.5 μg/m³,11.8 μg/m³,24.2 °C,0.415 ppm
2024-02-29 02:00:00,635 ppm,77.5 %H,12.7 μg/m³,11.8 μg/m³,24.2 °C,0.475 ppm
2024-02-29 03:00:00,615 ppm,77.5 %H,12.5 μg/m³,12.3 μg/m³,24.2 °C,0.490 ppm
