Time,CO2,Humidity,PM10,PM2.5,Temperature,TVOC
2024-03-08 06:00:00,522 ppm,80 %H,16.5 μg/m³,16 μg/m³,24.2 °C,0.357 ppm
2024-03-08 07:00:00,518 ppm,80 %H,17.2 μg/m³,17 μg/m³,24.2 °C,0.385 ppm
2024-03-08 08:00:00,568 ppm,78.3 %H,16.8 μg/m³,16.2 μg/m³,23.5 °C,0.505 ppm
2024-03-08 09:00:00,618 ppm,79.3 %H,18.3 μg/m³,18.2 μg/m³,23.2 °C,0.385 ppm
2024-03-08 10:00:00,679 ppm,80.3 %H,16.5 μg/m³,16.2 μg/m³,23.3 °C,0.362 ppm
2024-03-08 11:00:00,848 ppm,79.7 %H,19 μg/m³,17.8 μg/m³,23.3 °C,0.607 ppm
2024-03-08 12:00:00,979 ppm,79 %H,17 μg/m³,16.5 μg/m³,23.3 °C,0.737 ppm
2024-03-08 13:00:00,933 ppm,79.2 %H,18.8 μg/m³,17.3 μg/m³,23.3 °C,0.732 ppm
2024-03-08 14:00:00,845 ppm,78.8 %H,16.8 μg/m³,16.3 μg/m³,23.3 °C,0.737 ppm
2024-03-08 15:00:00,812 ppm,78.8 %H,17 μg/m³,17 μg/m³,23.2 °C,0.553 ppm
2024-03-08 16:00:00,807 ppm,79.8 %H,16.2 μg/m³,15.2 μg/m³,23.2 °C,0.472 ppm
2024-03-08 17:00:00,792 ppm,80.2 %H,14.7 μg/m³,13.7 μg/m³,23.2 °C,0.320 ppm
2024-03-08 18:00:00,740 ppm,80.2 %H,14.2 μg/m³,13.8 μg/m³,23.2 °C,0.328 ppm
2024-03-08 19:00:00,690 ppm,80.5 %H,18.5 μg/m³,16.7 μg/m³,23.1 °C,0.375 ppm
2024-03-08 20:00:00,657 ppm,80.5 %H,18.7 μg/m³,17 μg/m³,23.5 °C,0.437 ppm
2024-03-08 21:00:00,648 ppm,80 %H,19 μg/m³,18 μg/m³,23.7 °C,0.512 ppm
2024-03-08 22:00:00,653 ppm,79.8 %H,18.7 μg/m³,17.3 μg/m³,23.8 °C,0.633 ppm
2024-03-08 23:00:00,660 ppm,79.5 %H,18.5 μg/m³,17 μg/m³,23.9 °C,0.523 ppm
2024-03-09 00:00:00,669 ppm,79.5 %H,19.6 μg/m³,18 μg/m³,23.9 °C,0.668 ppm
2024-03-09 01:00:00,694 ppm,79.5 %H,18.6 μg/m³,17 μg/m³,24 °C,0.720 ppm
2024-03-09 02:00:00,712 ppm,79.5 %H,19.6 μg/m³,18.9 μg/m³,24.0 °C,0.796 ppm
2024-03-09 03:00:00,718 ppm,79.5 %H,19 μg/m³,18.2 μg/m³,24.1 °C,0.838 ppm
2024-03-09 04:00:00,719 ppm,79.5 %H,16.7 μg/m³,16.5 μg/m³,24.1 °C,0.750 ppm
2024-03-09 05:00:00,709 ppm,79.5 %H,18.3 μg/m³,18 μg/m³,24.2 °C,0.687 ppm
2024-03-09 06:00:00,701 ppm,79.5 %H,18.8 μg/m³,17.5 μg/m³,24.2 °C,0.693 ppm
2024-03-09 07:00:00,689 ppm,79.5 %H,18.8 μg/m³,18.7 μg/m³,24.2 °C,0.627 ppm
2024-03-09 08:00:00,669 ppm,79.4 %H,19.8 μg/m³,19 μg/m³,23.6 °C,0.645 ppm
2024-03-09 09:00:00,626 ppm,80.4 %H,19.8 μg/m³,19 μg/m³,23.4 °C,0.527 ppm
2024-03-09 10:00:00,590 ppm,80.8 %H,22.3 μg/m³,21.2 μg/m³,23.3 °C,0.438 ppm
2024-03-09 11:00:00,563 ppm,80.6 %H,19.5 μg/m³,18.3 μg/m³,23.2 °C,0.363 ppm
2024-03-09 12:00:00,555 ppm,80.8 %H,19.7 μg/m³,18.3 μg/m³,23.2 °C,0.352 ppm
2024-03-09 13:00:00,541 ppm,80.1 %H,17.7 μg/m³,17 μg/m³,23.2 °C,0.315 ppm
2024-03-09 14:00:00,535 ppm,79.9 %H,16.2 μg/m³,15.8 μg/m³,23.3 °C,0.293 ppm
2024-03-09 15:00:00,527 ppm,80 %H,15.5 μg/m³,15.2 μg/m³,23.3 °C,0.330 ppm
2024-03-09 16:00:00,536 ppm,79.8 %H,16.8 μg/m³,16.3 μg/m³,23.2 °C,0.318 ppm
2024-03-09 17:00:00,541 ppm,79.9 %H,15 μg/m³,14.5 μg/m³,23.2 °C,0.318 ppm
2024-03-09 18:00:00,548 ppm,80.2 %H,14.7 μg/m³,14.7 μg/m³,23.3 °C,0.351 ppm
2024-03-09 19:00:00,538 ppm,80.3 %H,13.2 μg/m³,13.2 μg/m³,23.2 °C,0.375 ppm
2024-03-09 20:00:00,524 ppm,80.5 %H,16.5 μg/m³,15.8 μg/m³,23.4 °C,0.328 ppm
2024-03-09 21:00:00,531 ppm,80 %H,16.2 μg/m³,15.3 μg/m³,23.7 °C,0.388 ppm
2024-03-09 22:00:00,525 ppm,80 %H,16 μg/m³,15 μg/m³,23.8 °C,0.370 ppm
2024-03-09 23:00:00,523 ppm,80 %H,16.3 μg/m³,15.8 μg/m³,23.9 °C,0.452 ppm
2024-03-10 00:00:00,516 ppm,80 %H,16.8 μg/m³,15.8 μg/m³,24 °C,0.393 ppm
2024-03-10 01:00:00,507 ppm,79.9 %H,14.6 μg/m³,14.2 μg/m³,24.1 °C,0.514 ppm
2024-03-10 02:00:00,494 ppm,79.6 %H,14.7 μg/m³,14.3 μg/m³,24.1 °C,0.472 ppm
2024-03-10 03:00:00,488 ppm,79.5 %H,14.2 μg/m³,13.8 μg/m³,24.1 °C,0.455 ppm
2024-03-10 04:00:00,481 ppm,79.7 %H,13 μg/m³,12.8 μg/m³,24.2 °C,0.445 ppm
2024-03-10 05:00:00,475 ppm,79.8 %H,13.2 μg/m³,12.8 μg/m³,24.2 °C,0.393 ppm
2024-03-10 06:00:00,468 ppm,79.8 %H,14.5 μg/m³,13.5 μg/m³,24.2 °C,0.400 ppm
2024-03-10 07:00:00,466 ppm,79.8 %H,12.5 μg/m³,12.2 μg/m³,24.2 °C,0.470 ppm
2024-03-10 08:00:00,460 ppm,79.8 %H,12.8 μg/m³,12.7 μg/m³,24.3 °C,0.418 ppm
2024-03-10 09:00:00,457 ppm,79.5 %H,14.7 μg/m³,13.8 μg/m³,24.3 °C,0.368 ppm
2024-03-10 10:00:00,451 ppm,79.5 %H,13 μg/m³,12.8 μg/m³,24.4 °C,0.397 ppm
2024-03-10 11:00:00,452 ppm,79.5 %H,15.5 μg/m³,15 μg/m³,24.6 °C,0.420 ppm
2024-03-10 12:00:00,456 ppm,79.5 %H,17.8 μg/m³,17.2 μg/m³,24.6 °C,0.422 ppm
2024-03-10 13:00:00,458 ppm,79.4 %H,20.8 μg/m³,19 μg/m³,24.8 °C,0.378 ppm
2024-03-10 14:00:00,465 ppm,79 %H,22.3 μg/m³,21.5 μg/m³,24.9 °C,0.395 ppm
2024-03-10 15:00:00,482 ppm,79 %H,26 μg/m³,24.5 μg/m³,24.9 °C,0.477 ppm
2024-03-10 16:00:00,511 ppm,79 %H,26.8 μg/m³,25 μg/m³,24.9 °C,0.583 ppm
2024-03-10 17:00:00,537 ppm,78.8 %H,28.2 μg/m³,27.2 μg/m³,24.9 °C,0.682 ppm
2024-03-10 18:00:00,559 ppm,78.5 %H,29.3 μg/m³,27.7 μg/m³,24.9 °C,0.703 ppm
2024-03-10 19:00:00,565 ppm,78.5 %H,30.3 μg/m³,28.7 μg/m³,24.9 °C,0.773 ppm
2024-03-10 20:00:00,572 ppm,78.5 %H,30 μg/m³,28.7 μg/m³,24.8 °C,0.700 ppm
2024-03-10 21:00:00,576 ppm,78.5 %H,29.8 μg/m³,27.7 μg/m³,24.8 °C,0.693 ppm
2024-03-10 22:00:00,572 ppm,78.5 %H,28 μg/m³,26.6 μg/m³,24.8 °C,0.678 ppm
2024-03-10 23:00:00,569 ppm,79 %H,29.6 μg/m³,27.9 μg/m³,24.8 °C,0.574 ppm
2024-03-11 00:00:00,557 ppm,79 %H,29.8 μg/m³,28.2 μg/m³,24.8 °C,0.627 ppm
2024-03-11 01:00:00,545 ppm,79 %H,30.8 μg/m³,29.5 μg/m³,24.8 °C,0.487 ppm
2024-03-11 02:00:00,539 ppm,79 %H,29.2 μg/m³,28 μg/m³,24.8 °C,0.470 ppm
2024-03-11 03:00:00,526 ppm,79 %H,28.5 μg/m³,27.7 μg/m³,24.8 °C,0.495 ppm
2024-03-11 04:00:00,512 ppm,79 %H,29.8 μg/m³,28.8 μg/m³,24.8 °C,0.470 ppm
2024-03-11 05:00:00,503 ppm,79 %H,33.6 μg/m³,31.2 μg/m³,24.8 °C,0.418 ppm
2024-03-11 06:00:00,498 ppm,79 %H,31.7 μg/m³,29.3 μg/m³,24.8 °C,0.428 ppm
2024-03-11 07:00:00,486 ppm,79 %H,29.8 μg/m³,28 μg/m³,24.8 °C,0.402 ppm
2024-03-11 08:00:00,478 ppm,77.4 %H,29.5 μg/m³,28.3 μg/m³,23.9 °C,0.433 ppm
2024-03-11 09:00:00,495 ppm,78.7 %H,29.3 μg/m³,28.7 μg/m³,23.6 °C,0.353 ppm
2024-03-11 10:00:00,583 ppm,78.6 %H,28.3 μg/m³,26.8 μg/m³,23.5 °C,0.308 ppm
2024-03-11 11:00:00,712 ppm,78 %H,27.4 μg/m³,25.2 μg/m³,23.5 °C,0.358 ppm
2024-03-11 12:00:00,801 ppm,77.1 %H,24 μg/m³,23.3 μg/m³,23.4 °C,0.345 ppm
2024-03-11 13:00:00,768 ppm,77.2 %H,26 μg/m³,25 μg/m³,23.4 °C,0.398 ppm
2024-03-11 14:00:00,865 ppm,76.7 %H,24.3 μg/m³,23 μg/m³,23.4 °C,0.457 ppm
2024-03-11 15:00:00,974 ppm,76 %H,22.3 μg/m³,21.3 μg/m³,23.4 °C,0.683 ppm
2024-03-11 16:00:00,1122 ppm,75.4 %H,21.3 μg/m³,20.5 μg/m³,23.3 °C,0.678 ppm
2024-03-11 17:00:00,1113 ppm,75.9 %H,19.2 μg/m³,18.8 μg/m³,23.2 °C,0.610 ppm
2024-03-11 18:00:00,963 ppm,77.5 %H,20.3 μg/m³,19.2 μg/m³,23.1 °C,0.395 ppm
2024-03-11 19:00:00,832 ppm,78.3 %H,22.3 μg/m³,21.7 μg/m³,23.1 °C,0.322 ppm
2024-03-11 20:00:00,745 ppm,78.4 %H,28.8 μg/m³,27 μg/m³,23.6 °C,0.357 ppm
2024-03-11 21:00:00,704 ppm,78 %H,25.8 μg/m³,25.2 μg/m³,23.9 °C,0.345 ppm
2024-03-11 22:00:00,672 ppm,78 %H,24 μg/m³,23.8 μg/m³,24.1 °C,0.372 ppm
2024-03-11 23:00:00,646 ppm,77.7 %H,25.3 μg/m³,24 μg/m³,24.2 °C,0.372 ppm
2024-03-12 00:00:00,619 ppm,77.5 %H,25.5 μg/m³,24.5 μg/m³,24.3 °C,0.388 ppm
2024-03-12 01:00:00,592 ppm,77.6 %H,25 μg/m³,24.3 μg/m³,24.3 °C,0.370 ppm
2024-03-12 02:00:00,569 ppm,77.9 %H,24.3 μg/m³,23.7 μg/m³,24.4 °C,0.355 ppm
2024-03-12 03:00:00,556 ppm,78 %H,25.8 μg/m³,25.8 μg/m³,24.4 °C,0.415 ppm
2024-03-12 04:00:00,528 ppm,78 %H,26.3 μg/m³,25.5 μg/m³,24.5 °C,0.405 ppm
2024-03-12 05:00:00,518 ppm,78 %H,24.5 μg/m³,23.7 μg/m³,24.5 °C,0.367 ppm
2024-03-12 06:00:00,504 ppm,78 %H,25.2 μg/m³,24 μg/m³,24.6 °C,0.350 ppm
2024-03-12 07:00:00,496 ppm,78 %H,26 μg/m³,25 μg/m³,24.6 °C,0.400 ppm
2024-03-12 08:00:00,483 ppm,77.3 %H,26 μg/m³,25 μg/m³,23.8 °C,0.438 ppm
2024-03-12 09:00:00,469 ppm,78.4 %H,24.2 μg/m³,22.8 μg/m³,23.3 °C,0.348 ppm
2024-03-12 10:00:00,482 ppm,78.4 %H,21.5 μg/m³,20.8 μg/m³,23.3 °C,0.358 ppm
2024-03-12 11:00:00,538 ppm,77.8 %H,19.3 μg/m³,19 μg/m³,23.2 °C,0.365 ppm
2024-03-12 12:00:00,580 ppm,77.6 %H,16.3 μg/m³,16.2 μg/m³,23.2 °C,0.432 ppm
2024-03-12 13:00:00,601 ppm,77.2 %H,16.7 μg/m³,16.3 μg/m³,23.1 °C,0.373 ppm
2024-03-12 14:00:00,641 ppm,76.8 %H,15.5 μg/m³,15 μg/m³,23.2 °C,0.412 ppm
2024-03-12 15:00:00,728 ppm,76.8 %H,16.3 μg/m³,15.5 μg/m³,23.2 °C,0.488 ppm
2024-03-12 16:00:00,800 ppm,77 %H,16.3 μg/m³,16 μg/m³,23.2 °C,0.577 ppm
2024-03-12 17:00:00,847 ppm,77.3 %H,16.5 μg/m³,15.8 μg/m³,23.2 °C,0.732 ppm
2024-03-12 18:00:00,874 ppm,77.6 %H,19 μg/m³,17.5 μg/m³,23.3 °C,0.845 ppm
2024-03-12 19:00:00,860 ppm,78 %H,16.8 μg/m³,16.8 μg/m³,23.2 °C,0.948 ppm
2024-03-12 20:00:00,788 ppm,78.4 %H,20.3 μg/m³,19.8 μg/m³,23.6 °C,0.713 ppm
2024-03-12 21:00:00,738 ppm,78 %H,22.5 μg/m³,21.7 μg/m³,23.8 °C,0.600 ppm
2024-03-12 22:00:00,703 ppm,77.9 %H,20.3 μg/m³,19.8 μg/m³,24.0 °C,0.620 ppm
2024-03-12 23:00:00,670 ppm,77.5 %H,21.2 μg/m³,20.7 μg/m³,24.1 °C,0.593 ppm
2024-03-13 00:00:00,639 ppm,77.5 %H,21 μg/m³,21 μg/m³,24.2 °C,0.535 ppm
2024-03-13 01:00:00,616 ppm,77.5 %H,21.5 μg/m³,20.7 μg/m³,24.2 °C,0.490 ppm
2024-03-13 02:00:00,595 ppm,77.5 %H,21.7 μg/m³,20.7 μg/m³,24.3 °C,0.545 ppm
2024-03-13 03:00:00,570 ppm,77.5 %H,21 μg/m³,19.8 μg/m³,24.3 °C,0.455 ppm
2024-03-13 04:00:00,551 ppm,77.5 %H,22.5 μg/m³,22 μg/m³,24.3 °C,0.460 ppm
2024-03-13 05:00:00,539 ppm,77.5 %H,18.8 μg/m³,18 μg/m³,24.3 °C,0.497 ppm
2024-03-13 06:00:00,527 ppm,77.5 %H,18.7 μg/m³,18.3 μg/m³,24.4 °C,0.448 ppm
2024-03-13 07:00:00,514 ppm,77.7 %H,20.3 μg/m³,19.5 μg/m³,24.4 °C,0.413 ppm
2024-03-13 08:00:00,503 ppm,77.2 %H,19.3 μg/m³,18 μg/m³,23.6 °C,0.490 ppm
2024-03-13 09:00:00,489 ppm,78.4 %H,21.7 μg/m³,21 μg/m³,23.3 °C,0.387 ppm
2024-03-13 10:00:00,511 ppm,78.5 %H,21.7 μg/m³,20.8 μg/m³,23.2 °C,0.440 ppm
2024-03-13 11:00:00,561 ppm,78.1 %H,21 μg/m³,19.8 μg/m³,23.1 °C,0.487 ppm
2024-03-13 12:00:00,597 ppm,78.3 %H,22.8 μg/m³,21 μg/m³,23.2 °C,0.508 ppm
2024-03-13 13:00:00,614 ppm,78.5 %H,22.8 μg/m³,21.8 μg/m³,23.3 °C,0.507 ppm
2024-03-13 14:00:00,627 ppm,77.5 %H,20.8 μg/m³,20 μg/m³,23.2 °C,0.417 ppm
2024-03-13 15:00:00,660 ppm,77.2 %H,20.3 μg/m³,19.5 μg/m³,23.1 °C,0.390 ppm
2024-03-13 16:00:00,683 ppm,76.9 %H,18.7 μg/m³,17.8 μg/m³,23.1 °C,0.507 ppm
2024-03-13 17:00:00,705 ppm,77.1 %H,19.5 μg/m³,18.5 μg/m³,23.2 °C,0.380 ppm
2024-03-13 18:00:00,707 ppm,77.7 %H,16.2 μg/m³,15.3 μg/m³,23.3 °C,0.497 ppm
2024-03-13 19:00:00,657 ppm,78 %H,20.2 μg/m³,19.5 μg/m³,23.2 °C,0.423 ppm
2024-03-13 20:00:00,618 ppm,78.4 %H,23.2 μg/m³,22 μg/m³,23.5 °C,0.375 ppm
2024-03-13 21:00:00,602 ppm,78 %H,22.5 μg/m³,21.8 μg/m³,23.8 °C,0.372 ppm
2024-03-13 22:00:00,591 ppm,78 %H,17 μg/m³,17 μg/m³,23.9 °C,0.250 ppm
2024-03-13 23:00:00,572 ppm,77.5 %H,21.3 μg/m³,21 μg/m³,24.1 °C,0.382 ppm
2024-03-14 00:00:00,561 ppm,77.5 %H,20 μg/m³,19.2 μg/m³,24.1 °C,0.377 ppm
2024-03-14 01:00:00,545 ppm,77.5 %H,20.8 μg/m³,20 μg/m³,24.2 °C,0.395 ppm
2024-03-14 02:00:00,531 ppm,77.5 %H,21.7 μg/m³,20.8 μg/m³,24.2 °C,0.400 ppm
2024-03-14 03:00:00,522 ppm,77.5 %H,20.8 μg/m³,20.5 μg/m³,24.3 °C,0.390 ppm
2024-03-14 04:00:00,512 ppm,77.5 %H,18.8 μg/m³,18.5 μg/m³,24.3 °C,0.420 ppm
2024-03-14 05:00:00,498 ppm,77.5 %H,18.8 μg/m³,18.5 μg/m³,24.3 °C,0.347 ppm
2024-03-14 06:00:00,491 ppm,77.5 %H,19.5 μg/m³,19.5 μg/m³,24.4 °C,0.372 ppm
2024-03-14 07:00:00,483 ppm,77.7 %H,20.3 μg/m³,19.5 μg/m³,24.4 °C,0.347 ppm
2024-03-14 08:00:00,474 ppm,77 %H,19.7 μg/m³,18.8 μg/m³,23.6 °C,0.385 ppm
2024-03-14 09:00:00,460 ppm,78.5 %H,17.2 μg/m³,16.8 μg/m³,23.3 °C,0.325 ppm
2024-03-14 10:00:00,506 ppm,78.6 %H,17.7 μg/m³,17.3 μg/m³,23.4 °C,0.417 ppm
2024-03-14 11:00:00,666 ppm,77.4 %H,16 μg/m³,15.3 μg/m³,23.5 °C,0.513 ppm
2024-03-14 12:00:00,779 ppm,77.5 %H,16.8 μg/m³,16.3 μg/m³,23.4 °C,0.493 ppm
2024-03-14 13:00:00,789 ppm,77.4 %H,16.7 μg/m³,16 μg/m³,23.3 °C,0.442 ppm
2024-03-14 14:00:00,747 ppm,77.5 %H,15.3 μg/m³,15.2 μg/m³,23.2 °C,0.435 ppm
2024-03-14 15:00:00,682 ppm,77.8 %H,16.7 μg/m³,15.5 μg/m³,23.2 °C,0.358 ppm
2024-03-14 16:00:00,630 ppm,77.6 %H,17.2 μg/m³,17 μg/m³,23.2 °C,0.350 ppm
2024-03-14 17:00:00,598 ppm,78 %H,18.8 μg/m³,18.5 μg/m³,23.2 °C,0.387 ppm
2024-03-14 18:00:00,579 ppm,78.5 %H,18.3 μg/m³,17.8 μg/m³,23.1 °C,0.385 ppm
2024-03-14 19:00:00,567 ppm,79.1 %H,17.7 μg/m³,17.3 μg/m³,23.2 °C,0.405 ppm
2024-03-14 20:00:00,550 ppm,78.1 %H,21.2 μg/m³,20 μg/m³,23.4 °C,0.378 ppm
2024-03-14 21:00:00,543 ppm,78 %H,18.2 μg/m³,17.3 μg/m³,23.8 °C,0.430 ppm
2024-03-14 22:00:00,538 ppm,78 %H,19 μg/m³,18.2 μg/m³,23.9 °C,0.462 ppm
2024-03-14 23:00:00,540 ppm,78 %H,17.7 μg/m³,16.8 μg/m³,24 °C,0.515 ppm
2024-03-15 00:00:00,533 ppm,78 %H,20.7 μg/m³,19.2 μg/m³,24.1 °C,0.497 ppm
2024-03-15 01:00:00,527 ppm,78 %H,19 μg/m³,18 μg/m³,24.1 °C,0.608 ppm
2024-03-15 02:00:00,522 ppm,78 %H,19.7 μg/m³,18.2 μg/m³,24.2 °C,0.485 ppm
2024-03-15 03:00:00,513 ppm,78 %H,18.3 μg/m³,17.5 μg/m³,24.2 °C,0.487 ppm
2024-03-15 04:00:00,505 ppm,78 %H,17.7 μg/m³,16.5 μg/m³,24.3 °C,0.500 ppm
2024-03-15 05:00:00,503 ppm,78 %H,19.3 μg/m³,19 μg/m³,24.3 °C,0.513 ppm
2024-03-15 06:00:00,495 ppm,78 %H,18.3 μg/m³,17.8 μg/m³,24.3 °C,0.468 ppm
2024-03-15 07:00:00,486 ppm,78 %H,18.2 μg/m³,17.8 μg/m³,24.3 °C,0.530 ppm
2024-03-15 08:00:00,488 ppm,77.7 %H,20 μg/m³,19.3 μg/m³,23.6 °C,0.502 ppm
2024-03-15 09:00:00,480 ppm,79.1 %H,19 μg/m³,18 μg/m³,23.3 °C,0.438 ppm
2024-03-15 10:00:00,476 ppm,79.3 %H,17.5 μg/m³,17.2 μg/m³,23.2 °C,0.425 ppm
2024-03-15 11:00:00,483 ppm,79.2 %H,18.8 μg/m³,17.3 μg/m³,23.3 °C,0.443 ppm
2024-03-15 12:00:00,493 ppm,79.1 %H,20 μg/m³,18.5 μg/m³,23.3 °C,0.478 ppm
2024-03-15 13:00:00,501 ppm,78.8 %H,18.7 μg/m³,18 μg/m³,23.3 °C,0.500 ppm
2024-03-15 14:00:00,508 ppm,78.6 %H,20.2 μg/m³,19.2 μg/m³,23.3 °C,0.475 ppm
2024-03-15 15:00:00,528 ppm,78.6 %H,19.2 μg/m³,18.5 μg/m³,23.3 °C,0.500 ppm
2024-03-15 16:00:00,542 ppm,78.8 %H,18.8 μg/m³,18.3 μg/m³,23.3 °C,0.500 ppm
2024-03-15 17:00:00,551 ppm,78.8 %H,18.8 μg/m³,17.7 μg/m³,23.2 °C,0.475 ppm
2024-03-15 18:00:00,553 ppm,79.1 %H,19.7 μg/m³,19.3 μg/m³,23.1 °C,0.475 ppm
2024-03-15 19:00:00,559 ppm,79.2 %H,18.3 μg/m³,18 μg/m³,23 °C,0.590 ppm
2024-03-15 20:00:00,564 ppm,79.3 %H,18.8 μg/m³,17.7 μg/m³,23.3 °C,0.597 ppm
2024-03-15 21:00:00,569 ppm,78.8 %H,17.5 μg/m³,16.2 μg/m³,23.6 °C,0.613 ppm
2024-03-15 22:00:00,566 ppm,78.5 %H,17.8 μg/m³,17.5 μg/m³,23.8 °C,0.662 ppm
2024-03-15 23:00:00,569 ppm,78.5 %H,17 μg/m³,17 μg/m³,23.9 °C,0.660 ppm
2024-03-16 00:00:00,554 ppm,78 %H,17 μg/m³,16.3 μg/m³,24 °C,0.545 ppm
2024-03-16 01:00:00,545 ppm,78 %H,17.7 μg/m³,17.2 μg/m³,24.0 °C,0.475 ppm
2024-03-16 02:00:00,531 ppm,78 %H,15.7 μg/m³,15.5 μg/m³,24.1 °C,0.477 ppm
2024-03-16 03:00:00,521 ppm,77.8 %H,15.5 μg/m³,14.8 μg/m³,24.1 °C,0.475 ppm
2024-03-16 04:00:00,513 ppm,77.5 %H,17.5 μg/m³,16.3 μg/m³,24.1 °C,0.417 ppm
2024-03-16 05:00:00,504 ppm,77.5 %H,15.7 μg/m³,15.3 μg/m³,24.2 °C,0.392 ppm
2024-03-16 06:00:00,499 ppm,77.5 %H,17.2 μg/m³,16.3 μg/m³,24.2 °C,0.345 ppm
2024-03-16 07:00:00,492 ppm,77.5 %H,17.3 μg/m³,16.5 μg/m³,24.2 °C,0.325 ppm
2024-03-16 08:00:00,486 ppm,77.5 %H,16 μg/m³,15.7 μg/m³,23.6 °C,0.430 ppm
